,Song,Spotify Link,Song Image
947,Deep Purple,https://open.spotify.com/track/5kJez8nvgq0HqhWy3UTQFx,https://i.scdn.co/image/ab67616d00001e0250040154eb764e21ae11fd27
948,From A Jack To A King,https://open.spotify.com/track/4LbORCdCXrsyqIQZGZgRL7,https://i.scdn.co/image/ab67616d00001e021064faaf215a2d912bc8b4b5
949,Up on the Roof,https://open.spotify.com/track/7cNRqg0lbiqBaGeOlA4AEU,https://i.scdn.co/image/ab67616d00001e0293e3fc20b2818c4ab7d5dc29
950,What Will My Mary Say,https://open.spotify.com/track/6zYmF5WIfsj6wU8l1cOFYH,https://i.scdn.co/image/ab67616d00001e02481a134a673bcbc218daa324
951,Mama Didn't Lie,https://open.spotify.com/track/32jTKWSBvO4A6dK0INCgdC,https://i.scdn.co/image/ab67616d00001e02d560ef0c3f2a02606a489a63
952,The Night Has A Thousand Eyes,https://open.spotify.com/track/7oeacNYuOm66e6QcIxsksw,https://i.scdn.co/image/ab67616d00001e029eb8bc37948c12c0e57e1c14
953,Don't Say Nothin' Bad (About My Baby),https://open.spotify.com/track/3uQA97Qo6Ug8mEmoqpLxNr,https://i.scdn.co/image/ab67616d00001e02d0149a9727302495e5214442
954,Ring of Fire,https://open.spotify.com/track/6YffUZJ2R06kyxyK6onezL,https://i.scdn.co/image/ab67616d00001e02dfe4bfe695c4192e547e72c7
955,Just One Look,https://open.spotify.com/track/154uJXAUVoqvV5on0w03a0,https://i.scdn.co/image/ab67616d00001e027eb9c0868fe80bcd235c6d64
956,Hello Muddah Hello Fadduh (A Letter from Camp Granada),https://open.spotify.com/track/6AVErIh5UwMFMXc29iij9L,https://i.scdn.co/image/ab67616d00001e02370653a9fca52450e2f8b23d
957,Judy's Turn To Cry,https://open.spotify.com/track/5Vb0SgInHwS0tq46dApdBY,https://i.scdn.co/image/ab67616d00001e02b71c2bb954c78c4a605a095a
958,"Tie Me Kangaroo Down, Sport",https://open.spotify.com/track/10maCTtDF9d49etMTnA45B,https://i.scdn.co/image/ab67616d00001e02fae2aa153f6578bae8ba2778
959,Fools Rush In,https://open.spotify.com/track/3jkcKJnxkPwx2aYSQ7D0Wp,https://i.scdn.co/image/ab67616d00001e027685ec3391767f92c755369f
960,Washington Square,https://open.spotify.com/track/2JwLfiU13mnYuiqcqriOLl,https://i.scdn.co/image/ab67616d00001e02810666f15e51bdde8b301fa5
961,Donna the Prima Donna,https://open.spotify.com/track/2RluieXkKFnU1VrJfHPRlc,https://i.scdn.co/image/ab67616d00001e0247afca9175c82d683a6c9819
962,"That Sunday, That Summer",https://open.spotify.com/track/3SWIQx1j5erTiT9IXcaRNH,https://i.scdn.co/image/ab67616d00001e02817da87bdbfac461a03dccf6
963,Another Saturday Night,https://open.spotify.com/track/5z8DiKSG4EwxmO6gUi12rZ,https://i.scdn.co/image/ab67616d00001e027329db55d8ec4e851b694aa1
964,"Painted, Tainted Rose - Remastered",https://open.spotify.com/track/5f4LwMkyw5ldc4TCrvDoy6,https://i.scdn.co/image/ab67616d00001e02f576a281c07c8c0f6da9fdff
965,Go Away Little Girl,https://open.spotify.com/track/5ewcbH8HRUcbDD0UsXa9by,https://i.scdn.co/image/ab67616d00001e022937a1a01b449454425631f0
966,Take These Chains From My Heart,https://open.spotify.com/track/3FQWctzZxGRaIbzX6YDNPB,https://i.scdn.co/image/ab67616d00001e027b97663666f03928ff1e4578
967,Talk To Me,https://open.spotify.com/track/1nltT2YKKlDxaZmBOS28pN,https://i.scdn.co/image/ab67616d00001e0220fd93496118d0cf33e3e603
968,Come And Get These Memories,https://open.spotify.com/track/5gwvsIrTVL4F76tn9xEhQ3,https://i.scdn.co/image/ab67616d00001e02cf686701b8048e316fe6e0c3
969,Do The Bird,https://open.spotify.com/track/1BSiYIjfWrSKiCnxJu2RwG,https://i.scdn.co/image/ab67616d00001e02bb94bc6295a6c02c14b97b0c
970,It's All Right - Single Version,https://open.spotify.com/track/62PQXBFeAgS3iUseNRVPpF,https://i.scdn.co/image/ab67616d00001e020899f9d274f9365a3c1df9f5
971,Shut Down - 2021 Stereo Mix,https://open.spotify.com/track/4b0l6em0uyxINXEHuKO5nG,https://i.scdn.co/image/ab67616d00001e022707fe467eea51032a6a27ca
972,One Fine Day,https://open.spotify.com/track/6vcG9EgeqJUSmmF65lxUm6,https://i.scdn.co/image/ab67616d00001e022f8fd3006d5dfa9054460f53
973,Little Town Flirt,https://open.spotify.com/track/3HTrH00YRZZWJ8C6cb12ea,https://i.scdn.co/image/ab67616d00001e0267bb773f0dc772b1768e6bad
974,Fly Me To The Moon (Bart Howard),https://open.spotify.com/track/3buCYwUudNAfPeqfzh5UvJ,https://i.scdn.co/image/ab67616d00001e02a939be331da5a847140b853b
975,The Reverend Mr. Black,https://open.spotify.com/track/2EyoJKvfPiMEaZUjO2Hg27,https://i.scdn.co/image/ab67616d00001e024ff52a08a6b9b7b482e42b2c
976,Hot Pastrami,https://open.spotify.com/track/5BNmKmXeloamJLisoiDeiW,https://i.scdn.co/image/ab67616d00001e02fe6c182c8ccd637e5479727b
977,The Martian Hop,https://open.spotify.com/track/2zEXeKw3V6tNJ0j2Xd19z2,https://i.scdn.co/image/ab67616d00001e02886d0f31a25ce2261eeec488
978,Wonderful! Wonderful!,https://open.spotify.com/track/7MKw6Ymv5XMwCfOvCLyl77,https://i.scdn.co/image/ab67616d00001e02f5dbd094eb3b0306b1f6d549
979,Abilene,https://open.spotify.com/track/5bA26v8eeZrbHJpD4YPKAX,https://i.scdn.co/image/ab67616d00001e024dc8a0c08d663a8664e051d1
980,Part-Time Love,https://open.spotify.com/track/50hrvlUnp32PytfH5F0aIt,https://i.scdn.co/image/ab67616d00001e02db6e9aa7d58b3a8301d4b0c4
981,Maria Elena,https://open.spotify.com/track/3ygHAK1w3qP4wp83KXUiiu,https://i.scdn.co/image/ab67616d00001e0231b74a601a5a723002b2c57b
982,Detroit City,https://open.spotify.com/track/6zBHtuqVP7CAx26XQRZnb6,https://i.scdn.co/image/ab67616d00001e02dcc80ba2aa9c56ac99b3f399
983,Twenty Miles,https://open.spotify.com/track/65X6ApzxPvmXdk6XOdwSMy,https://i.scdn.co/image/ab67616d00001e02d13f4d5f1d5d19f25783f505
984,"Green, Green",https://open.spotify.com/track/62FgmkaAc47fWDWW24NGWK,https://i.scdn.co/image/ab67616d00001e02a29cc24f84cd5797b00be288
985,Hey Girl,https://open.spotify.com/track/3vZyw7jyBpwgIEExgEOGJd,https://i.scdn.co/image/ab67616d00001e028b4bb607c6940699330cb0c9
986,I Want To Hold Your Hand - Remastered 2015,https://open.spotify.com/track/4pbG9SUmWIvsROVLF0zF9s,https://i.scdn.co/image/ab67616d00001e02582d56ce20fe0146ffa0e5cf
987,She Loves You - Mono / Remastered,https://open.spotify.com/track/6nEkxYIEnrbYH7h1hJ8Xn6,https://i.scdn.co/image/ab67616d00001e02582d56ce20fe0146ffa0e5cf
988,"Hello, Dolly!",https://open.spotify.com/track/63kd4m3VFxcJjPVVtbVNAu,https://i.scdn.co/image/ab67616d00001e02a11c39d4d29e2aa2917a6300
989,"Oh, Pretty Woman",https://open.spotify.com/track/48i055G1OT5KxGGftwFxWy,https://i.scdn.co/image/ab67616d00001e021b3c09cb3ec9f618664f2622
990,I Get Around (Mono),https://open.spotify.com/track/3v9xlH6BpmRbqL7hgNJhfT,https://i.scdn.co/image/ab67616d00001e026f27648d5087e1b7aeb2abdb
991,Everybody Loves Somebody,https://open.spotify.com/track/5I9sHwLDX28tLtzVgKLtpr,https://i.scdn.co/image/ab67616d00001e02ba93cb5d7f8450ac548e04b6
992,My Guy,https://open.spotify.com/track/4591VqUIXysNlmI5NcAIUd,https://i.scdn.co/image/ab67616d00001e025b50e493598153b926ded824
993,We'll Sing in the Sunshine (Originally Performed by Gale Garnett) [Karaoke Version],https://open.spotify.com/track/3H4qq5Ag0Kxve0S1W5sEGX,https://i.scdn.co/image/ab67616d00001e02561028315094c71fa8963e23
994,Last Kiss,https://open.spotify.com/track/48obzdkQV1biEq8cPsGLys,https://i.scdn.co/image/ab67616d00001e02b5b7943d01eaff88aa323916
995,Where Did Our Love Go,https://open.spotify.com/track/69RH84na5iUNwrwxpgjC5j,https://i.scdn.co/image/ab67616d00001e02d5ea1215e77c3f7a7c716370
996,People,https://open.spotify.com/track/0AfseROXCjDFXudJKAH0Zc,https://i.scdn.co/image/ab67616d00001e025b43b4683afb406bca3b3b6b
997,Java,https://open.spotify.com/track/5MdHvAvlmQJ3JHIvIK9uXz,https://i.scdn.co/image/ab67616d00001e029834d6f240807a7ec9ec72f5
998,A Hard Day's Night - Remastered 2009,https://open.spotify.com/track/5J2CHimS7dWYMImCHkEFaJ,https://i.scdn.co/image/ab67616d00001e02e230f303815e82a86713eedd
999,Love Me Do - Remastered 2009,https://open.spotify.com/track/3VbGCXWRiouAq8VyMYN2MI,https://i.scdn.co/image/ab67616d00001e02dbeec63ad914c973e75c24df
1000,Do Wah Diddy Diddy - 2007 Remaster,https://open.spotify.com/track/48ZjHLkaHpXIlGGYUlb3bZ,https://i.scdn.co/image/ab67616d00001e02da540dfc6679c72ab8eed21c
1001,Please Please Me - Remastered 2009,https://open.spotify.com/track/6EHuOufBeL6vk3TvVJB5qo,https://i.scdn.co/image/ab67616d00001e02dbeec63ad914c973e75c24df
1002,Dancing In The Street,https://open.spotify.com/track/6rLqjzGV5VMLDWEnuUqi8q,https://i.scdn.co/image/ab67616d00001e02fc466e0c9ac165ac85ddbedf
1003,Little Children,https://open.spotify.com/track/4Ut93W00xLJxJKHzm3MP5L,https://i.scdn.co/image/ab67616d00001e020554dc331a7f85c13207bc34
1004,Love Me With All Your Heart (Cuando Caliente El Sol),https://open.spotify.com/track/7F9PBz5Dqqe9gmM2n2g8yv,https://i.scdn.co/image/ab67616d00001e02a31320f0bcd1da1007d3e034
1005,Under the Boardwalk,https://open.spotify.com/track/65jrjEhWfAvysKfnojk1i0,https://i.scdn.co/image/ab67616d00001e0293e3fc20b2818c4ab7d5dc29
1006,Chapel Of Love,https://open.spotify.com/track/7vVG9xbmNQrtdSPTi7KDUm,https://i.scdn.co/image/ab67616d00001e02fff567283e4cab95a73e130f
1007,Suspicion,https://open.spotify.com/track/17YtDVU9bUluyihdOKWfxu,https://i.scdn.co/image/ab67616d00001e02caec3e283b7dba032e7fb920
1008,Glad All Over - 2019 - Remaster,https://open.spotify.com/track/2w8oMeJjXn1KTnU2fr9eFB,https://i.scdn.co/image/ab67616d00001e0286b70e6e83cf70beb5521fbd
1009,Rag Doll,https://open.spotify.com/track/6kAROIu6CLVjulTqSPYmAP,https://i.scdn.co/image/ab67616d00001e02b96c21e15c091eb98a6c88a4
1010,Dawn (Go Away),https://open.spotify.com/track/7tAwfqQWDA1dLKiLvn8EgH,https://i.scdn.co/image/ab67616d00001e02b96c21e15c091eb98a6c88a4
1011,Bread and Butter,https://open.spotify.com/track/4RJi2cYNOxfklHZZ7foR2y,https://i.scdn.co/image/ab67616d00001e02fab3af0749df6ab01bee5129
1012,It Hurts To Be In Love,https://open.spotify.com/track/6xBlFsN225fidmyuEIApR3,https://i.scdn.co/image/ab67616d00001e02333ad6b91f324be73788f596
1013,Dead Man's Curve,https://open.spotify.com/track/2BPEPkeifa5LoOg2Cq9bkx,https://i.scdn.co/image/ab67616d00001e0206dfa1035055ab114be97661
1014,Come A Little Bit Closer,https://open.spotify.com/track/252YuUdUaC5OojaBU0H1CP,https://i.scdn.co/image/ab67616d00001e023fb91f6d6c412ef519dd3dee
1015,A World Without Love (Mono) - 2002 Remaster,https://open.spotify.com/track/2dodN02GgtiwitKWpDs9Ax,https://i.scdn.co/image/ab67616d00001e023ad8cf1824eb89bacce96f25
1016,Have I the Right,https://open.spotify.com/track/3DzwsdqmeL60taVeshJ8WP,https://i.scdn.co/image/ab67616d00001e021922522992fca091e4cf98fa
1017,Don't Let The Rain Come Down (Crooked Little Man),https://open.spotify.com/track/43tXphvUlXym54Z0cg1rjd,https://i.scdn.co/image/ab67616d00001e020e883b742a2d1b3a1fe673c9
1018,Baby Love,https://open.spotify.com/track/5uES1C2NgkdrNHiCwf9jRr,https://i.scdn.co/image/ab67616d00001e02d5ea1215e77c3f7a7c716370
1019,Let It Be Me,https://open.spotify.com/track/2MVG3i3yWBhG0DY2VBqOVh,https://i.scdn.co/image/ab67616d00001e02c06d5bc8098473fec7f1fd10
1020,Wishin' And Hopin',https://open.spotify.com/track/1UBcwKIAUHo7BYAvae6yeA,https://i.scdn.co/image/ab67616d00001e02bb09aed3154e3eed4dbba057
1021,You Don't Own Me,https://open.spotify.com/track/7ngRS53kqxLcEt9Pythc5d,https://i.scdn.co/image/ab67616d00001e021f88f87d7b1df743015cacac
1022,Walk on By,https://open.spotify.com/track/3xsOtNxtBW0oTI1OWKAzTm,https://i.scdn.co/image/ab67616d00001e0291f2d96a42e77de7834a8523
1023,House Of The Rising Sun,https://open.spotify.com/track/7BY005dacJkbO6EPiOh2wb,https://i.scdn.co/image/ab67616d00001e023c534611bd3658006378a2d7
1024,G.T.O.,https://open.spotify.com/track/5GvVxxwieOVIlZaCU9bG0R,https://i.scdn.co/image/ab67616d00001e02b33b0b14032fa28760c484a2
1025,Twist And Shout - Remastered 2009,https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l,https://i.scdn.co/image/ab67616d00001e02dbeec63ad914c973e75c24df
1026,Memphis - Live At Whiskey A Go Go / 1964 / Remastered 1995,https://open.spotify.com/track/5QqdnAVnNCfWp9CZ3pi5a0,https://i.scdn.co/image/ab67616d00001e0266f1cdfd7ead453d94b301c1
1027,White on White,https://open.spotify.com/track/4GwosqCFTn7RKfyPgy3kWW,https://i.scdn.co/image/ab67616d00001e0272368415b73f163687805939
1028,Hey Little Cobra,https://open.spotify.com/track/5LV5LgYnApxTF0BoZ3cDye,https://i.scdn.co/image/ab67616d00001e026a4d1aec5946c9a273eac7f4
1029,The Shoop Shoop Song (It's In His Kiss),https://open.spotify.com/track/3qoNRhQuqbAG4uXrPx2aSk,https://i.scdn.co/image/ab67616d00001e02e54973d07a9ab53e13959263
1030,Bits and Pieces - 2019 - Remaster,https://open.spotify.com/track/3bMt6mpqpDiCRQ3poewMAo,https://i.scdn.co/image/ab67616d00001e0286b70e6e83cf70beb5521fbd
1031,My Boy Lollipop,https://open.spotify.com/track/5IM6psLoDLytszopZz9ZOm,https://i.scdn.co/image/ab67616d00001e02f34529602ad1efe67d43ab44
1032,"Um, Um, Um, Um, Um, Um",https://open.spotify.com/track/27FhNKYP8B0F3teHdcD5ob,https://i.scdn.co/image/ab67616d00001e026502a5ff1bf6b67babb6aa7b
1033,The Little Old Lady (From Pasadena),https://open.spotify.com/track/4F2w3xgfaVJdCSAqDtJULv,https://i.scdn.co/image/ab67616d00001e02f0377c143c962560dc2d6ac1
1034,Don't Let the Sun Catch You Crying - Remastered,https://open.spotify.com/track/1X1mXacXCJeYeh9cRIc1G9,https://i.scdn.co/image/ab67616d00001e02b05acecdb94e533a482b590e
1035,A Summer Song,https://open.spotify.com/track/51FeytYQARk2UoFCDBZ3RG,https://i.scdn.co/image/ab67616d00001e024bbad2e5c0f436dcfa1480fb
1036,The Girl From Ipanema - Matchbox Youth & Pueblo Vista Remix,https://open.spotify.com/track/0BShdPXzcd8Tuni1iK1tUE,https://i.scdn.co/image/ab67616d00001e0220404ea545b752d014f33239
1037,Can’t Buy Me Love - Acoustic Cover,https://open.spotify.com/track/3EQBI1Fiv7z3QfqTeb9Tqk,https://i.scdn.co/image/ab67616d00001e025fdf0efca3630317ddc77764
1038,Remember (Walking in the Sand),https://open.spotify.com/track/4oh1goAlAK5FjkzjacrGPu,https://i.scdn.co/image/ab67616d00001e027c75094be9499bf64e69a30e
1039,C'mon and Swim (Originally Performed by Bobby Freeman) [Karaoke Version],https://open.spotify.com/track/2jMId8BaUElYQGcfso1N5c,https://i.scdn.co/image/ab67616d00001e0258cf98c55a9a0b87276b4a67
1040,Do You Want To Know A Secret - Remastered 2009,https://open.spotify.com/track/7Aobt67JnaF7qN8jCCKvHq,https://i.scdn.co/image/ab67616d00001e02dbeec63ad914c973e75c24df
1041,Keep On Pushing,https://open.spotify.com/track/5mDEEfMs1fHTjoEffGvnvr,https://i.scdn.co/image/ab67616d00001e0263dcbe930dedaacf83f16199
1042,Baby I Need Your Loving,https://open.spotify.com/track/3aCbwWCYCT3MJjZeUnlcp4,https://i.scdn.co/image/ab67616d00001e025060210758180bbc93db96de
1043,Navy Blue,https://open.spotify.com/track/11p8gGHiZ3zOJbU3CfFTiN,https://i.scdn.co/image/ab67616d00001e0251708a149b9bf8c1e4f3081d
1044,Diane,https://open.spotify.com/track/01QicLin8hNjIcUDuE0nRP,https://i.scdn.co/image/ab67616d00001e02589b9c6ea2c6bb65c047ca17
1045,Out of Limits,https://open.spotify.com/track/7xAJpAeopaV6rilu3iiwME,https://i.scdn.co/image/ab67616d00001e02a341ac47cd45902e468d6146
1046,Little Honda,https://open.spotify.com/track/1cGSH1k0A1WtCzpvdW5zuN,https://i.scdn.co/image/ab67616d00001e02b0179a3ff6ebc8a46a49dc3d
1047,Chug-A-Lug,https://open.spotify.com/track/0mD2pnYVF8DB3oqtY5KM8h,https://i.scdn.co/image/ab67616d00001e02ce3cd20fc81682dacf688c5a
1048,See the Funny Little Clown,https://open.spotify.com/track/4QBAiXG5GqENph08jFmVmt,https://i.scdn.co/image/ab67616d00001e02b66ab39fbc4a202fdcdd00c0
1049,Because - 2019 - Remaster,https://open.spotify.com/track/4IQ0Qa0xJ5ZgbzZ2jyrxC0,https://i.scdn.co/image/ab67616d00001e0245eaa077341eb3a4d3a75b4e
1050,(Just Like) Romeo & Juliet,https://open.spotify.com/track/1g5dBKKnqTB7vDTfZ6cCXr,https://i.scdn.co/image/ab67616d00001e02fa67c3d8d45c4180582f9af6
1051,For Your Sweet Love,https://open.spotify.com/track/6YnmHAcCismbkSBRmtmEaA,https://i.scdn.co/image/ab67616d00001e021c7518153375fb990b1ec152
1052,Today,https://open.spotify.com/track/51LazY4piOq7dw5AARunow,https://i.scdn.co/image/ab67616d00001e02281269b426e3f36cc436877d
1053,Can't You See That She's Mine (Originally Performed By the Dave Clark Five) - Karaoke Version,https://open.spotify.com/track/4jAgesNWtxXEZkGYFzNuny,https://i.scdn.co/image/ab67616d00001e02cb30469d7b679776de3653ca
1054,Leader Of The Pack,https://open.spotify.com/track/6O5PIO5pAWxdoxvaUFQ02G,https://i.scdn.co/image/ab67616d00001e029bd4306ef696c6fcfd8e417b
1055,Funny How Time Slips Away,https://open.spotify.com/track/5lZ3sezVWHTpmdVbHyMDBT,https://i.scdn.co/image/ab67616d00001e0278b91f091a397f7b40f205b9
1056,The Way You Do The Things You Do,https://open.spotify.com/track/3496rr5XSGD6n1Z1OKXovb,https://i.scdn.co/image/ab67616d00001e026506e351b719b6f122e60ea2
1057,Anyone Who Had a Heart,https://open.spotify.com/track/2BQZvZsA9SRafvWEBSQnri,https://i.scdn.co/image/ab67616d00001e02eaa0aecce000bb2569ea9864
1058,I Love You More And More Every Day - Remastered,https://open.spotify.com/track/4I6OrFObPlJNl1bP2KZTjA,https://i.scdn.co/image/ab67616d00001e02f576a281c07c8c0f6da9fdff
1059,It's Over,https://open.spotify.com/track/3HZMEIZY9Z6GdhPaG5bAK2,https://i.scdn.co/image/ab67616d00001e021b3c09cb3ec9f618664f2622
1060,Ronnie,https://open.spotify.com/track/0kfbQsz5j5ifJmtIn9LCeH,https://i.scdn.co/image/ab67616d00001e02b96c21e15c091eb98a6c88a4
1061,Surfin' Bird,https://open.spotify.com/track/7EjyzZcbLxW7PaaLua9Ksb,https://i.scdn.co/image/ab67616d00001e02c8fe219406e1ab000d0d56ae
1062,What Kind of Fool (Do You Think I Am),https://open.spotify.com/track/01IpNtCBRCrPj91rgARPl3,https://i.scdn.co/image/ab67616d00001e02198e55accd322bd0951cd3a6
1063,The Door Is Still Open to My Heart,https://open.spotify.com/track/45tNymiGXb2afxk7opDlmA,https://i.scdn.co/image/ab67616d00001e02330e9e8d6fa1037f43f0c5ad
1064,You Really Got Me,https://open.spotify.com/track/29SyMC0plk6qw8NMF7lfRL,https://i.scdn.co/image/ab67616d00001e02ca00601a3a6563bf2fc9c1f0
1065,The Shelter of Your Arms,https://open.spotify.com/track/1959PESdlKUTrT3Tx8wXkq,https://i.scdn.co/image/ab67616d00001e02b8251c28f04bd12dfabc9739
1066,I'm so Proud (Originally Performed by The Impressions) [Karaoke Version],https://open.spotify.com/track/1iJrUzQswgdriclQEoXeNy,https://i.scdn.co/image/ab67616d00001e0239241104c42c8b1c00965cb7
1067,I Wanna Love Him So Bad,https://open.spotify.com/track/4lvd9RUYyT5BGG1URmeUJz,https://i.scdn.co/image/ab67616d00001e02aa241b17561019003fc6dc7c
1068,Dang Me,https://open.spotify.com/track/20iH1uibQIUqNFk3wzG7AG,https://i.scdn.co/image/ab67616d00001e02ce3cd20fc81682dacf688c5a
1069,Cotton Candy,https://open.spotify.com/track/6vOJGIYpiEgYh4Vjx47c4w,https://i.scdn.co/image/ab67616d00001e02c6ef552be8e5ebe26232ebde
1070,(You Don't Know) How Glad I Am,https://open.spotify.com/track/4YkN3JlceD5n2aMqL1kFnH,https://i.scdn.co/image/ab67616d00001e02eda03a4164e468f7f6dfe131
1071,Money (That's What I Want),https://open.spotify.com/track/4OncTbCLRRozq30FZfx2Tc,https://i.scdn.co/image/ab67616d00001e0248e88654b690107f44596b17
1072,Don't Throw Your Love Away (Karaoke in the style of The Searchers),https://open.spotify.com/track/5qZntBTy8QYaW0tRhNLFGn,https://i.scdn.co/image/ab67616d00001e021ec22ff1ca47be92f4cf002f
1073,Hi-Heel Sneakers,https://open.spotify.com/track/0C8P9haQocLi6CmEwEgAUT,https://i.scdn.co/image/ab67616d00001e021e703ae8fc9e6dc6891c1723
1074,How Do You Do It? - Mono,https://open.spotify.com/track/601a0vnyLYe7pzLKVjKSha,https://i.scdn.co/image/ab67616d00001e02651dfffbad9e0d7948a94010
1075,"Walk, Don't Run '64",https://open.spotify.com/track/5JjvQuQdVRmj6vjsmWn4Gk,https://i.scdn.co/image/ab67616d00001e02d864d1caf35ea80c4ce38c94
1076,Do You Love Me - 2019 - Remaster,https://open.spotify.com/track/3qjl89Zx45QpRL0o6wTvDM,https://i.scdn.co/image/ab67616d00001e0286b70e6e83cf70beb5521fbd
1077,Shangri-La,https://open.spotify.com/track/4CIUnCovHwKniGIANzXgt2,https://i.scdn.co/image/ab67616d00001e02e2d785f9fee17260ecd61d69
1078,Haunted House,https://open.spotify.com/track/5uzj99dUfKpdxMUZJTN6r0,https://i.scdn.co/image/ab67616d00001e02bee58ea1760d61889dbbba5c
1079,Steal Away,https://open.spotify.com/track/1tG3zCppK6MN013nd36B3E,https://i.scdn.co/image/ab67616d00001e0275a3f84adb075c450d503e57
1080,I Saw Her Standing There - Remastered 2009,https://open.spotify.com/track/3KiexfmhxHvG5IgAElmTkd,https://i.scdn.co/image/ab67616d00001e02dbeec63ad914c973e75c24df
1081,A Fool Never Learns - Single Version,https://open.spotify.com/track/78Uz5O2o00RpnNNlvOMl7K,https://i.scdn.co/image/ab67616d00001e02ff31aec892b192b2032ebaf2
1082,Bad to Me - Live,https://open.spotify.com/track/5KITgZRmX2gNeQb1FgDXw4,https://i.scdn.co/image/ab67616d00001e02e43d10e6b14eafe8771b3938
1083,There! I've Said It Again,https://open.spotify.com/track/3mwiyHBHfAzOe89MwqJeEb,https://i.scdn.co/image/ab67616d00001e02c409a4eebc12400625ce9d53
1084,Louie Louie,https://open.spotify.com/track/0iA3xXSkSCiJywKyo1UKjQ,https://i.scdn.co/image/ab67616d00001e0248e88654b690107f44596b17
1085,Needles and Pins - Mono,https://open.spotify.com/track/0zABw1PtGYHsU4VDpDZsra,https://i.scdn.co/image/ab67616d00001e025d0dd46b2e5b276e13a6296c
1086,Wooly Bully,https://open.spotify.com/track/4GNmvOYZW11lGzcZm0FKGY,https://i.scdn.co/image/ab67616d00001e02009bb3b8a5b27dd004eb9031
1087,"I Can't Help Myself (Sugar Pie, Honey Bunch)",https://open.spotify.com/track/6b6IMqP565TbtFFZg9iFf3,https://i.scdn.co/image/ab67616d00001e02c0fa62ae53b2aeae3766f13d
1088,(I Can't Get No) Satisfaction - Mono Version,https://open.spotify.com/track/2PzU4IB8Dr6mxV3lHuaG34,https://i.scdn.co/image/ab67616d00001e0205c5be85b64eaff732f7cb0b
1089,You Were On My Mind,https://open.spotify.com/track/36ckFm0oicmvX8bWEErIHd,https://i.scdn.co/image/ab67616d00001e0256c3cb6ec2f2e17b6ee1f1ee
1090,You’ve Lost That Lovin Feelin’,https://open.spotify.com/track/7GzisMgxLZgCi0Ed3yTw9y,https://i.scdn.co/image/ab67616d00001e02b48967029aa8ece08e9afa9a
1091,Downtown,https://open.spotify.com/track/0mVTT4eqN3TbcieL6ShnDH,https://i.scdn.co/image/ab67616d00001e02722661e13b109026bdf44ab4
1092,Help! - Remastered 2009,https://open.spotify.com/track/7DD7eSuYSC5xk2ArU62esN,https://i.scdn.co/image/ab67616d00001e02e3e3b64cea45265469d4cafa
1093,Can’t You Hear My Heartbeat,https://open.spotify.com/track/3QocetoLEKqVluufHY2UOz,https://i.scdn.co/image/ab67616d00001e02e0b2da11282c8d6890b88bb2
1094,Crying In the Chapel,https://open.spotify.com/track/1Vzr9AOdHw65UHoK1Vuxls,https://i.scdn.co/image/ab67616d00001e02a0b8a1ce10fddbba6879262e
1095,My Girl,https://open.spotify.com/track/745H5CctFr12Mo7cqa1BMH,https://i.scdn.co/image/ab67616d00001e021a5b6271ae1c8497df20916e
1096,"Help Me, Rhonda - Single Version/Remastered 2001",https://open.spotify.com/track/3haZcHm3HydDVxm3je3Zmg,https://i.scdn.co/image/ab67616d00001e02ffe1a4788385a4835ae14df8
1097,King Of The Road,https://open.spotify.com/track/3XG7bMVcMWLIn2k9jLAaAt,https://i.scdn.co/image/ab67616d00001e026a437a9c79f45e8baba285a0
1098,The Birds and the Bees,https://open.spotify.com/track/1ku1Ld7gd76GPxOphoQiR6,https://i.scdn.co/image/ab67616d00001e02cd8e1375fe5156f08694dbff
1099,"Hold Me, Thrill Me, Kiss Me",https://open.spotify.com/track/5XPwkZ7vNxeidpNLAkwtFp,https://i.scdn.co/image/ab67616d00001e022786039afcdb90cea065d9f7
1100,Shotgun,https://open.spotify.com/track/2Zk0eoq7d6Vw0fRVRXPWnc,https://i.scdn.co/image/ab67616d00001e0251e03cc86cd5042de1c63800
1101,I Got You Babe,https://open.spotify.com/track/4SGBuq37Ol4HJr7pQqFMKa,https://i.scdn.co/image/ab67616d00001e026823f5ab3f87b902c35ef56b
1102,This Diamond Ring,https://open.spotify.com/track/44zDLad2CZrhWg2lg9nfuy,https://i.scdn.co/image/ab67616d00001e021c1f23ec87da3a5f1477cd2d
1103,"The ""In"" Crowd - Live At The Bohemian Caverns, Washington, D.C., 1965",https://open.spotify.com/track/3l2pObHGPzGmgRWDlAbUJN,https://i.scdn.co/image/ab67616d00001e022f968a25eaba9ecc6a79da41
1104,"Mrs. Brown, You've Got A Lovely Daughter",https://open.spotify.com/track/1GJCJpKYfzRUsYnSRy4Mfz,https://i.scdn.co/image/ab67616d00001e02947d3d6dc953fe02048b817d
1105,Stop! In The Name Of Love,https://open.spotify.com/track/52FlwUMMDnTK8TGkCag9Jd,https://i.scdn.co/image/ab67616d00001e02f784c1334630d76b06a0d1b3
1106,Unchained Melody,https://open.spotify.com/track/2qhASBzpbFhPRtrnZ5lLnz,https://i.scdn.co/image/ab67616d00001e02cd7530409d09802935c840f9
1107,Silhouettes,https://open.spotify.com/track/4JxKHEtoBlaw6GlJPJYQo8,https://i.scdn.co/image/ab67616d00001e02947d3d6dc953fe02048b817d
